hid1,hid2,hero1,hero2,win_no,lose_no,game_no,win_rate
40,101,Venomancer,Skywrath Mage,2.0,1.0,3.0,0.6666666666666666
40,96,Venomancer,Centaur Warrunner,2.0,1.0,3.0,0.6666666666666666
85,89,Undying,Naga Siren,2.0,1.0,3.0,0.6666666666666666
63,109,Weaver,Terrorblade,2.0,1.0,3.0,0.6666666666666666
23,120,Kunkka,Pangolier,2.0,1.0,3.0,0.6666666666666666
25,36,Lina,Necrophos,2.0,1.0,3.0,0.6666666666666666
83,87,Treant Protector,Disruptor,2.0,1.0,3.0,0.6666666666666666
40,87,Venomancer,Disruptor,2.0,1.0,3.0,0.6666666666666666
25,40,Lina,Venomancer,4.0,2.0,6.0,0.6666666666666666
25,41,Lina,Faceless Void,8.0,4.0,12.0,0.6666666666666666
40,83,Venomancer,Treant Protector,2.0,1.0,3.0,0.6666666666666666
73,105,Alchemist,Techies,2.0,1.0,3.0,0.6666666666666666
63,105,Weaver,Techies,2.0,1.0,3.0,0.6666666666666666
54,84,Lifestealer,Ogre Magi,14.0,7.0,21.0,0.6666666666666666
54,85,Lifestealer,Undying,2.0,1.0,3.0,0.6666666666666666
40,47,Venomancer,Viper,4.0,2.0,6.0,0.6666666666666666
54,67,Lifestealer,Spectre,2.0,1.0,3.0,0.6666666666666666
63,126,Weaver,Void Spirit,6.0,3.0,9.0,0.6666666666666666
54,62,Lifestealer,Bounty Hunter,4.0,2.0,6.0,0.6666666666666666
23,96,Kunkka,Centaur Warrunner,2.0,1.0,3.0,0.6666666666666666
53,62,Nature's Prophet,Bounty Hunter,4.0,2.0,6.0,0.6666666666666666
42,76,Wraith King,Outworld Devourer,12.0,6.0,18.0,0.6666666666666666
22,91,Zeus,Io,2.0,1.0,3.0,0.6666666666666666
22,93,Zeus,Slark,6.0,3.0,9.0,0.6666666666666666
22,107,Zeus,Earth Spirit,2.0,1.0,3.0,0.6666666666666666
70,106,Ursa,Ember Spirit,4.0,2.0,6.0,0.6666666666666666
70,107,Ursa,Earth Spirit,2.0,1.0,3.0,0.6666666666666666
23,27,Kunkka,Shadow Shaman,10.0,5.0,15.0,0.6666666666666666
78,94,Brewmaster,Medusa,2.0,1.0,3.0,0.6666666666666666
90,96,Keeper of the Light,Centaur Warrunner,2.0,1.0,3.0,0.6666666666666666
73,123,Alchemist,Hoodwink,2.0,1.0,3.0,0.6666666666666666
41,102,Faceless Void,Abaddon,2.0,1.0,3.0,0.6666666666666666
41,97,Faceless Void,Magnus,6.0,3.0,9.0,0.6666666666666666
53,104,Nature's Prophet,Legion Commander,6.0,3.0,9.0,0.6666666666666666
23,89,Kunkka,Naga Siren,2.0,1.0,3.0,0.6666666666666666
73,114,Alchemist,Monkey King,2.0,1.0,3.0,0.6666666666666666
64,65,Jakiro,Batrider,2.0,1.0,3.0,0.6666666666666666
41,47,Faceless Void,Viper,6.0,3.0,9.0,0.6666666666666666
23,93,Kunkka,Slark,6.0,3.0,9.0,0.6666666666666666
63,98,Weaver,Timbersaw,4.0,2.0,6.0,0.6666666666666666
54,91,Lifestealer,Io,2.0,1.0,3.0,0.6666666666666666
54,96,Lifestealer,Centaur Warrunner,4.0,2.0,6.0,0.6666666666666666
37,123,Warlock,Hoodwink,2.0,1.0,3.0,0.6666666666666666
26,113,Lion,Arc Warden,4.0,2.0,6.0,0.6666666666666666
37,101,Warlock,Skywrath Mage,2.0,1.0,3.0,0.6666666666666666
55,96,Dark Seer,Centaur Warrunner,2.0,1.0,3.0,0.6666666666666666
27,52,Shadow Shaman,Leshrac,2.0,1.0,3.0,0.6666666666666666
62,102,Bounty Hunter,Abaddon,2.0,1.0,3.0,0.6666666666666666
37,73,Warlock,Alchemist,2.0,1.0,3.0,0.6666666666666666
27,61,Shadow Shaman,Broodmother,2.0,1.0,3.0,0.6666666666666666
37,71,Warlock,Spirit Breaker,2.0,1.0,3.0,0.6666666666666666
27,73,Shadow Shaman,Alchemist,4.0,2.0,6.0,0.6666666666666666
82,96,Meepo,Centaur Warrunner,2.0,1.0,3.0,0.6666666666666666
37,67,Warlock,Spectre,2.0,1.0,3.0,0.6666666666666666
73,83,Alchemist,Treant Protector,2.0,1.0,3.0,0.6666666666666666
27,95,Shadow Shaman,Troll Warlord,4.0,2.0,6.0,0.6666666666666666
37,47,Warlock,Viper,2.0,1.0,3.0,0.6666666666666666
27,97,Shadow Shaman,Magnus,4.0,2.0,6.0,0.6666666666666666
27,103,Shadow Shaman,Elder Titan,2.0,1.0,3.0,0.6666666666666666
27,108,Shadow Shaman,Underlord,2.0,1.0,3.0,0.6666666666666666
56,101,Clinkz,Skywrath Mage,4.0,2.0,6.0,0.6666666666666666
36,114,Necrophos,Monkey King,4.0,2.0,6.0,0.6666666666666666
73,90,Alchemist,Keeper of the Light,2.0,1.0,3.0,0.6666666666666666
38,39,Beastmaster,Queen of Pain,2.0,1.0,3.0,0.6666666666666666
25,67,Lina,Spectre,4.0,2.0,6.0,0.6666666666666666
38,44,Beastmaster,Phantom Assassin,2.0,1.0,3.0,0.6666666666666666
80,99,Lone Druid,Bristleback,2.0,1.0,3.0,0.6666666666666666
25,71,Lina,Spirit Breaker,10.0,5.0,15.0,0.6666666666666666
39,85,Queen of Pain,Undying,4.0,2.0,6.0,0.6666666666666666
54,104,Lifestealer,Legion Commander,4.0,2.0,6.0,0.6666666666666666
39,75,Queen of Pain,Silencer,8.0,4.0,12.0,0.6666666666666666
89,101,Naga Siren,Skywrath Mage,2.0,1.0,3.0,0.6666666666666666
25,85,Lina,Undying,2.0,1.0,3.0,0.6666666666666666
25,91,Lina,Io,2.0,1.0,3.0,0.6666666666666666
25,100,Lina,Tusk,2.0,1.0,3.0,0.6666666666666666
25,102,Lina,Abaddon,2.0,1.0,3.0,0.6666666666666666
39,53,Queen of Pain,Nature's Prophet,2.0,1.0,3.0,0.6666666666666666
89,93,Naga Siren,Slark,2.0,1.0,3.0,0.6666666666666666
25,121,Lina,Grimstroke,4.0,2.0,6.0,0.6666666666666666
25,123,Lina,Hoodwink,2.0,1.0,3.0,0.6666666666666666
39,50,Queen of Pain,Dazzle,8.0,4.0,12.0,0.6666666666666666
26,52,Lion,Leshrac,2.0,1.0,3.0,0.6666666666666666
55,70,Dark Seer,Ursa,2.0,1.0,3.0,0.6666666666666666
81,93,Chaos Knight,Slark,2.0,1.0,3.0,0.6666666666666666
62,112,Bounty Hunter,Winter Wyvern,2.0,1.0,3.0,0.6666666666666666
58,100,Enchantress,Tusk,2.0,1.0,3.0,0.6666666666666666
1,2,Anti-Mage,Axe,6.0,3.0,9.0,0.6666666666666666
11,59,Shadow Fiend,Huskar,2.0,1.0,3.0,0.6666666666666666
10,135,Morphling,Dawnbreaker,2.0,1.0,3.0,0.6666666666666666
108,129,Underlord,Mars,2.0,1.0,3.0,0.6666666666666666
14,89,Pudge,Naga Siren,6.0,3.0,9.0,0.6666666666666666
2,111,Axe,Oracle,2.0,1.0,3.0,0.6666666666666666
16,126,Sand King,Void Spirit,4.0,2.0,6.0,0.6666666666666666
9,42,Mirana,Wraith King,8.0,4.0,12.0,0.6666666666666666
2,112,Axe,Winter Wyvern,2.0,1.0,3.0,0.6666666666666666
105,114,Techies,Monkey King,2.0,1.0,3.0,0.6666666666666666
2,120,Axe,Pangolier,2.0,1.0,3.0,0.6666666666666666
6,80,Drow Ranger,Lone Druid,2.0,1.0,3.0,0.6666666666666666
6,76,Drow Ranger,Outworld Devourer,10.0,5.0,15.0,0.6666666666666666
11,110,Shadow Fiend,Phoenix,2.0,1.0,3.0,0.6666666666666666
10,110,Morphling,Phoenix,2.0,1.0,3.0,0.6666666666666666
3,12,Bane,Phantom Lancer,2.0,1.0,3.0,0.6666666666666666
3,15,Bane,Razor,2.0,1.0,3.0,0.6666666666666666
9,59,Mirana,Huskar,2.0,1.0,3.0,0.6666666666666666
14,102,Pudge,Abaddon,6.0,3.0,9.0,0.6666666666666666
16,112,Sand King,Winter Wyvern,2.0,1.0,3.0,0.6666666666666666
9,63,Mirana,Weaver,4.0,2.0,6.0,0.6666666666666666
16,106,Sand King,Ember Spirit,2.0,1.0,3.0,0.6666666666666666
6,46,Drow Ranger,Templar Assassin,2.0,1.0,3.0,0.6666666666666666
6,43,Drow Ranger,Death Prophet,2.0,1.0,3.0,0.6666666666666666
6,38,Drow Ranger,Beastmaster,2.0,1.0,3.0,0.6666666666666666
10,98,Morphling,Timbersaw,2.0,1.0,3.0,0.6666666666666666
10,94,Morphling,Medusa,2.0,1.0,3.0,0.6666666666666666
9,76,Mirana,Outworld Devourer,6.0,3.0,9.0,0.6666666666666666
10,128,Morphling,Snapfire,4.0,2.0,6.0,0.6666666666666666
6,112,Drow Ranger,Winter Wyvern,4.0,2.0,6.0,0.6666666666666666
13,37,Puck,Warlock,2.0,1.0,3.0,0.6666666666666666
6,114,Drow Ranger,Monkey King,4.0,2.0,6.0,0.6666666666666666
14,46,Pudge,Templar Assassin,8.0,4.0,12.0,0.6666666666666666
13,34,Puck,Tinker,2.0,1.0,3.0,0.6666666666666666
2,16,Axe,Sand King,2.0,1.0,3.0,0.6666666666666666
121,129,Grimstroke,Mars,4.0,2.0,6.0,0.6666666666666666
104,120,Legion Commander,Pangolier,2.0,1.0,3.0,0.6666666666666666
2,27,Axe,Shadow Shaman,8.0,4.0,12.0,0.6666666666666666
9,17,Mirana,Storm Spirit,4.0,2.0,6.0,0.6666666666666666
7,40,Earthshaker,Venomancer,2.0,1.0,3.0,0.6666666666666666
14,56,Pudge,Clinkz,8.0,4.0,12.0,0.6666666666666666
14,58,Pudge,Enchantress,2.0,1.0,3.0,0.6666666666666666
17,49,Storm Spirit,Dragon Knight,2.0,1.0,3.0,0.6666666666666666
102,107,Abaddon,Earth Spirit,2.0,1.0,3.0,0.6666666666666666
14,61,Pudge,Broodmother,2.0,1.0,3.0,0.6666666666666666
13,19,Puck,Tiny,4.0,2.0,6.0,0.6666666666666666
2,59,Axe,Huskar,2.0,1.0,3.0,0.6666666666666666
95,119,Troll Warlord,Dark Willow,2.0,1.0,3.0,0.6666666666666666
9,27,Mirana,Shadow Shaman,6.0,3.0,9.0,0.6666666666666666
9,29,Mirana,Tidehunter,4.0,2.0,6.0,0.6666666666666666
7,15,Earthshaker,Razor,6.0,3.0,9.0,0.6666666666666666
14,72,Pudge,Gyrocopter,10.0,5.0,15.0,0.6666666666666666
17,35,Storm Spirit,Sniper,2.0,1.0,3.0,0.6666666666666666
17,33,Storm Spirit,Enigma,2.0,1.0,3.0,0.6666666666666666
17,28,Storm Spirit,Slardar,6.0,3.0,9.0,0.6666666666666666
2,85,Axe,Undying,4.0,2.0,6.0,0.6666666666666666
17,23,Storm Spirit,Kunkka,2.0,1.0,3.0,0.6666666666666666
16,94,Sand King,Medusa,4.0,2.0,6.0,0.6666666666666666
97,119,Magnus,Dark Willow,6.0,3.0,9.0,0.6666666666666666
110,136,Phoenix,Marci,2.0,1.0,3.0,0.6666666666666666
5,121,Crystal Maiden,Grimstroke,4.0,2.0,6.0,0.6666666666666666
4,43,Bloodseeker,Death Prophet,2.0,1.0,3.0,0.6666666666666666
15,97,Razor,Magnus,2.0,1.0,3.0,0.6666666666666666
101,108,Skywrath Mage,Underlord,2.0,1.0,3.0,0.6666666666666666
16,25,Sand King,Lina,2.0,1.0,3.0,0.6666666666666666
10,12,Morphling,Phantom Lancer,2.0,1.0,3.0,0.6666666666666666
101,105,Skywrath Mage,Techies,4.0,2.0,6.0,0.6666666666666666
107,119,Earth Spirit,Dark Willow,2.0,1.0,3.0,0.6666666666666666
4,51,Bloodseeker,Clockwerk,2.0,1.0,3.0,0.6666666666666666
5,7,Crystal Maiden,Earthshaker,6.0,3.0,9.0,0.6666666666666666
10,32,Morphling,Riki,2.0,1.0,3.0,0.6666666666666666
4,126,Bloodseeker,Void Spirit,2.0,1.0,3.0,0.6666666666666666
109,126,Terrorblade,Void Spirit,2.0,1.0,3.0,0.6666666666666666
12,74,Phantom Lancer,Invoker,4.0,2.0,6.0,0.6666666666666666
109,123,Terrorblade,Hoodwink,2.0,1.0,3.0,0.6666666666666666
96,126,Centaur Warrunner,Void Spirit,2.0,1.0,3.0,0.6666666666666666
4,112,Bloodseeker,Winter Wyvern,2.0,1.0,3.0,0.6666666666666666
4,62,Bloodseeker,Bounty Hunter,2.0,1.0,3.0,0.6666666666666666
4,64,Bloodseeker,Jakiro,4.0,2.0,6.0,0.6666666666666666
4,107,Bloodseeker,Earth Spirit,2.0,1.0,3.0,0.6666666666666666
108,114,Underlord,Monkey King,2.0,1.0,3.0,0.6666666666666666
15,126,Razor,Void Spirit,2.0,1.0,3.0,0.6666666666666666
4,93,Bloodseeker,Slark,2.0,1.0,3.0,0.6666666666666666
109,121,Terrorblade,Grimstroke,4.0,2.0,6.0,0.6666666666666666
96,123,Centaur Warrunner,Hoodwink,2.0,1.0,3.0,0.6666666666666666
15,112,Razor,Winter Wyvern,2.0,1.0,3.0,0.6666666666666666
5,36,Crystal Maiden,Necrophos,4.0,2.0,6.0,0.6666666666666666
10,39,Morphling,Queen of Pain,4.0,2.0,6.0,0.6666666666666666
10,41,Morphling,Faceless Void,2.0,1.0,3.0,0.6666666666666666
3,107,Bane,Earth Spirit,2.0,1.0,3.0,0.6666666666666666
15,31,Razor,Lich,2.0,1.0,3.0,0.6666666666666666
5,114,Crystal Maiden,Monkey King,4.0,2.0,6.0,0.6666666666666666
106,119,Ember Spirit,Dark Willow,4.0,2.0,6.0,0.6666666666666666
110,129,Phoenix,Mars,2.0,1.0,3.0,0.6666666666666666
5,102,Crystal Maiden,Abaddon,2.0,1.0,3.0,0.6666666666666666
9,87,Mirana,Disruptor,2.0,1.0,3.0,0.6666666666666666
3,104,Bane,Legion Commander,6.0,3.0,9.0,0.6666666666666666
10,71,Morphling,Spirit Breaker,6.0,3.0,9.0,0.6666666666666666
5,83,Crystal Maiden,Treant Protector,2.0,1.0,3.0,0.6666666666666666
16,86,Sand King,Rubick,8.0,4.0,12.0,0.6666666666666666
16,83,Sand King,Treant Protector,2.0,1.0,3.0,0.6666666666666666
110,121,Phoenix,Grimstroke,2.0,1.0,3.0,0.6666666666666666
10,46,Morphling,Templar Assassin,2.0,1.0,3.0,0.6666666666666666
16,75,Sand King,Silencer,2.0,1.0,3.0,0.6666666666666666
99,105,Bristleback,Techies,2.0,1.0,3.0,0.6666666666666666
5,68,Crystal Maiden,Ancient Apparition,2.0,1.0,3.0,0.6666666666666666
4,10,Bloodseeker,Morphling,2.0,1.0,3.0,0.6666666666666666
8,77,Juggernaut,Lycan,2.0,1.0,3.0,0.6666666666666666
12,30,Phantom Lancer,Witch Doctor,4.0,2.0,6.0,0.6666666666666666
4,12,Bloodseeker,Phantom Lancer,2.0,1.0,3.0,0.6666666666666666
100,136,Tusk,Marci,4.0,2.0,6.0,0.6666666666666666
10,48,Morphling,Luna,4.0,2.0,6.0,0.6666666666666666
4,18,Bloodseeker,Sven,2.0,1.0,3.0,0.6666666666666666
5,54,Crystal Maiden,Lifestealer,4.0,2.0,6.0,0.6666666666666666
14,45,Pudge,Pugna,4.0,2.0,6.0,0.6666666666666666
105,106,Techies,Ember Spirit,2.0,1.0,3.0,0.6666666666666666
108,126,Underlord,Void Spirit,4.0,2.0,6.0,0.6666666666666666
1,85,Anti-Mage,Undying,6.0,3.0,9.0,0.6666666666666666
98,100,Timbersaw,Tusk,2.0,1.0,3.0,0.6666666666666666
13,112,Puck,Winter Wyvern,2.0,1.0,3.0,0.6666666666666666
128,135,Snapfire,Dawnbreaker,2.0,1.0,3.0,0.6666666666666666
8,18,Juggernaut,Sven,2.0,1.0,3.0,0.6666666666666666
17,113,Storm Spirit,Arc Warden,2.0,1.0,3.0,0.6666666666666666
1,79,Anti-Mage,Shadow Demon,2.0,1.0,3.0,0.6666666666666666
8,107,Juggernaut,Earth Spirit,4.0,2.0,6.0,0.6666666666666666
7,136,Earthshaker,Marci,4.0,2.0,6.0,0.6666666666666666
17,85,Storm Spirit,Undying,2.0,1.0,3.0,0.6666666666666666
9,12,Mirana,Phantom Lancer,4.0,2.0,6.0,0.6666666666666666
18,26,Sven,Lion,6.0,3.0,9.0,0.6666666666666666
1,87,Anti-Mage,Disruptor,6.0,3.0,9.0,0.6666666666666666
7,120,Earthshaker,Pangolier,2.0,1.0,3.0,0.6666666666666666
7,76,Earthshaker,Outworld Devourer,6.0,3.0,9.0,0.6666666666666666
1,96,Anti-Mage,Centaur Warrunner,2.0,1.0,3.0,0.6666666666666666
7,81,Earthshaker,Chaos Knight,2.0,1.0,3.0,0.6666666666666666
94,129,Medusa,Mars,2.0,1.0,3.0,0.6666666666666666
1,102,Anti-Mage,Abaddon,2.0,1.0,3.0,0.6666666666666666
17,97,Storm Spirit,Magnus,2.0,1.0,3.0,0.6666666666666666
8,123,Juggernaut,Hoodwink,6.0,3.0,9.0,0.6666666666666666
11,88,Shadow Fiend,Nyx Assassin,2.0,1.0,3.0,0.6666666666666666
1,107,Anti-Mage,Earth Spirit,2.0,1.0,3.0,0.6666666666666666
8,83,Juggernaut,Treant Protector,6.0,3.0,9.0,0.6666666666666666
1,10,Anti-Mage,Morphling,2.0,1.0,3.0,0.6666666666666666
1,9,Anti-Mage,Mirana,6.0,3.0,9.0,0.6666666666666666
11,72,Shadow Fiend,Gyrocopter,2.0,1.0,3.0,0.6666666666666666
1,47,Anti-Mage,Viper,6.0,3.0,9.0,0.6666666666666666
98,106,Timbersaw,Ember Spirit,6.0,3.0,9.0,0.6666666666666666
129,136,Mars,Marci,2.0,1.0,3.0,0.6666666666666666
1,31,Anti-Mage,Lich,6.0,3.0,9.0,0.6666666666666666
13,98,Puck,Timbersaw,2.0,1.0,3.0,0.6666666666666666
84,99,Ogre Magi,Bristleback,15.0,8.0,23.0,0.6521739130434783
23,84,Kunkka,Ogre Magi,15.0,8.0,23.0,0.6521739130434783
14,27,Pudge,Shadow Shaman,13.0,7.0,20.0,0.65
9,39,Mirana,Queen of Pain,11.0,6.0,17.0,0.6470588235294118
5,8,Crystal Maiden,Juggernaut,11.0,6.0,17.0,0.6470588235294118
14,29,Pudge,Tidehunter,11.0,6.0,17.0,0.6470588235294118
22,26,Zeus,Lion,11.0,6.0,17.0,0.6470588235294118
64,94,Jakiro,Medusa,11.0,6.0,17.0,0.6470588235294118
42,50,Wraith King,Dazzle,11.0,6.0,17.0,0.6470588235294118
22,71,Zeus,Spirit Breaker,11.0,6.0,17.0,0.6470588235294118
16,42,Sand King,Wraith King,9.0,5.0,14.0,0.6428571428571429
50,104,Dazzle,Legion Commander,9.0,5.0,14.0,0.6428571428571429
75,93,Silencer,Slark,9.0,5.0,14.0,0.6428571428571429
35,94,Sniper,Medusa,9.0,5.0,14.0,0.6428571428571429
35,121,Sniper,Grimstroke,9.0,5.0,14.0,0.6428571428571429
71,75,Spirit Breaker,Silencer,9.0,5.0,14.0,0.6428571428571429
8,121,Juggernaut,Grimstroke,9.0,5.0,14.0,0.6428571428571429
1,121,Anti-Mage,Grimstroke,9.0,5.0,14.0,0.6428571428571429
44,74,Phantom Assassin,Invoker,16.0,9.0,25.0,0.64
23,26,Kunkka,Lion,14.0,8.0,22.0,0.6363636363636364
5,76,Crystal Maiden,Outworld Devourer,7.0,4.0,11.0,0.6363636363636364
1,25,Anti-Mage,Lina,7.0,4.0,11.0,0.6363636363636364
6,83,Drow Ranger,Treant Protector,14.0,8.0,22.0,0.6363636363636364
42,51,Wraith King,Clockwerk,7.0,4.0,11.0,0.6363636363636364
54,75,Lifestealer,Silencer,7.0,4.0,11.0,0.6363636363636364
30,34,Witch Doctor,Tinker,7.0,4.0,11.0,0.6363636363636364
60,76,Night Stalker,Outworld Devourer,7.0,4.0,11.0,0.6363636363636364
21,94,Windranger,Medusa,7.0,4.0,11.0,0.6363636363636364
84,114,Ogre Magi,Monkey King,7.0,4.0,11.0,0.6363636363636364
9,93,Mirana,Slark,7.0,4.0,11.0,0.6363636363636364
25,62,Lina,Bounty Hunter,7.0,4.0,11.0,0.6363636363636364
6,39,Drow Ranger,Queen of Pain,7.0,4.0,11.0,0.6363636363636364
123,126,Hoodwink,Void Spirit,7.0,4.0,11.0,0.6363636363636364
7,48,Earthshaker,Luna,7.0,4.0,11.0,0.6363636363636364
7,75,Earthshaker,Silencer,7.0,4.0,11.0,0.6363636363636364
14,129,Pudge,Mars,12.0,7.0,19.0,0.631578947368421
84,98,Ogre Magi,Timbersaw,5.0,3.0,8.0,0.625
36,56,Necrophos,Clinkz,5.0,3.0,8.0,0.625
35,93,Sniper,Slark,10.0,6.0,16.0,0.625
50,73,Dazzle,Alchemist,5.0,3.0,8.0,0.625
40,71,Venomancer,Spirit Breaker,5.0,3.0,8.0,0.625
5,104,Crystal Maiden,Legion Commander,10.0,6.0,16.0,0.625
99,121,Bristleback,Grimstroke,5.0,3.0,8.0,0.625
28,64,Slardar,Jakiro,5.0,3.0,8.0,0.625
16,54,Sand King,Lifestealer,5.0,3.0,8.0,0.625
104,128,Legion Commander,Snapfire,5.0,3.0,8.0,0.625
101,106,Skywrath Mage,Ember Spirit,5.0,3.0,8.0,0.625
43,64,Death Prophet,Jakiro,5.0,3.0,8.0,0.625
68,126,Ancient Apparition,Void Spirit,5.0,3.0,8.0,0.625
21,72,Windranger,Gyrocopter,5.0,3.0,8.0,0.625
47,105,Viper,Techies,5.0,3.0,8.0,0.625
14,47,Pudge,Viper,10.0,6.0,16.0,0.625
64,75,Jakiro,Silencer,5.0,3.0,8.0,0.625
16,64,Sand King,Jakiro,5.0,3.0,8.0,0.625
1,29,Anti-Mage,Tidehunter,5.0,3.0,8.0,0.625
36,126,Necrophos,Void Spirit,5.0,3.0,8.0,0.625
21,114,Windranger,Monkey King,5.0,3.0,8.0,0.625
71,94,Spirit Breaker,Medusa,10.0,6.0,16.0,0.625
13,93,Puck,Slark,5.0,3.0,8.0,0.625
1,22,Anti-Mage,Zeus,10.0,6.0,16.0,0.625
26,56,Lion,Clinkz,5.0,3.0,8.0,0.625
26,53,Lion,Nature's Prophet,5.0,3.0,8.0,0.625
85,86,Undying,Rubick,5.0,3.0,8.0,0.625
5,25,Crystal Maiden,Lina,5.0,3.0,8.0,0.625
40,74,Venomancer,Invoker,5.0,3.0,8.0,0.625
14,59,Pudge,Huskar,10.0,6.0,16.0,0.625
2,5,Axe,Crystal Maiden,5.0,3.0,8.0,0.625
4,29,Bloodseeker,Tidehunter,5.0,3.0,8.0,0.625
13,64,Puck,Jakiro,5.0,3.0,8.0,0.625
33,35,Enigma,Sniper,5.0,3.0,8.0,0.625
7,64,Earthshaker,Jakiro,5.0,3.0,8.0,0.625
39,60,Queen of Pain,Night Stalker,5.0,3.0,8.0,0.625
5,47,Crystal Maiden,Viper,5.0,3.0,8.0,0.625
23,105,Kunkka,Techies,5.0,3.0,8.0,0.625
7,63,Earthshaker,Weaver,5.0,3.0,8.0,0.625
62,104,Bounty Hunter,Legion Commander,5.0,3.0,8.0,0.625
48,119,Luna,Dark Willow,5.0,3.0,8.0,0.625
41,73,Faceless Void,Alchemist,5.0,3.0,8.0,0.625
71,72,Spirit Breaker,Gyrocopter,5.0,3.0,8.0,0.625
6,120,Drow Ranger,Pangolier,5.0,3.0,8.0,0.625
21,99,Windranger,Bristleback,5.0,3.0,8.0,0.625
6,121,Drow Ranger,Grimstroke,5.0,3.0,8.0,0.625
75,96,Silencer,Centaur Warrunner,5.0,3.0,8.0,0.625
41,46,Faceless Void,Templar Assassin,5.0,3.0,8.0,0.625
17,31,Storm Spirit,Lich,5.0,3.0,8.0,0.625
8,70,Juggernaut,Ursa,5.0,3.0,8.0,0.625
13,85,Puck,Undying,5.0,3.0,8.0,0.625
63,70,Weaver,Ursa,5.0,3.0,8.0,0.625
30,108,Witch Doctor,Underlord,5.0,3.0,8.0,0.625
26,108,Lion,Underlord,5.0,3.0,8.0,0.625
81,126,Chaos Knight,Void Spirit,5.0,3.0,8.0,0.625
93,94,Slark,Medusa,5.0,3.0,8.0,0.625
49,84,Dragon Knight,Ogre Magi,5.0,3.0,8.0,0.625
11,83,Shadow Fiend,Treant Protector,5.0,3.0,8.0,0.625
14,88,Pudge,Nyx Assassin,5.0,3.0,8.0,0.625
2,101,Axe,Skywrath Mage,5.0,3.0,8.0,0.625
25,27,Lina,Shadow Shaman,5.0,3.0,8.0,0.625
2,50,Axe,Dazzle,5.0,3.0,8.0,0.625
2,62,Axe,Bounty Hunter,5.0,3.0,8.0,0.625
10,21,Morphling,Windranger,5.0,3.0,8.0,0.625
63,71,Weaver,Spirit Breaker,10.0,6.0,16.0,0.625
26,41,Lion,Faceless Void,18.0,11.0,29.0,0.6206896551724138
71,101,Spirit Breaker,Skywrath Mage,8.0,5.0,13.0,0.6153846153846154
13,42,Puck,Wraith King,8.0,5.0,13.0,0.6153846153846154
17,48,Storm Spirit,Luna,8.0,5.0,13.0,0.6153846153846154
26,40,Lion,Venomancer,8.0,5.0,13.0,0.6153846153846154
9,84,Mirana,Ogre Magi,8.0,5.0,13.0,0.6153846153846154
27,71,Shadow Shaman,Spirit Breaker,8.0,5.0,13.0,0.6153846153846154
9,35,Mirana,Sniper,8.0,5.0,13.0,0.6153846153846154
18,27,Sven,Shadow Shaman,8.0,5.0,13.0,0.6153846153846154
13,26,Puck,Lion,8.0,5.0,13.0,0.6153846153846154
27,42,Shadow Shaman,Wraith King,8.0,5.0,13.0,0.6153846153846154
11,30,Shadow Fiend,Witch Doctor,8.0,5.0,13.0,0.6153846153846154
62,71,Bounty Hunter,Spirit Breaker,8.0,5.0,13.0,0.6153846153846154
31,94,Lich,Medusa,8.0,5.0,13.0,0.6153846153846154
70,75,Ursa,Silencer,8.0,5.0,13.0,0.6153846153846154
6,96,Drow Ranger,Centaur Warrunner,8.0,5.0,13.0,0.6153846153846154
26,39,Lion,Queen of Pain,19.0,12.0,31.0,0.6129032258064516
14,83,Pudge,Treant Protector,11.0,7.0,18.0,0.6111111111111112
14,121,Pudge,Grimstroke,11.0,7.0,18.0,0.6111111111111112
42,74,Wraith King,Invoker,11.0,7.0,18.0,0.6111111111111112
75,104,Silencer,Legion Commander,11.0,7.0,18.0,0.6111111111111112
25,42,Lina,Wraith King,11.0,7.0,18.0,0.6111111111111112
14,16,Pudge,Sand King,11.0,7.0,18.0,0.6111111111111112
74,99,Invoker,Bristleback,14.0,9.0,23.0,0.6086956521739131
8,84,Juggernaut,Ogre Magi,14.0,9.0,23.0,0.6086956521739131
39,71,Queen of Pain,Spirit Breaker,14.0,9.0,23.0,0.6086956521739131
14,22,Pudge,Zeus,14.0,9.0,23.0,0.6086956521739131
29,123,Tidehunter,Hoodwink,3.0,2.0,5.0,0.6
8,50,Juggernaut,Dazzle,9.0,6.0,15.0,0.6
8,91,Juggernaut,Io,6.0,4.0,10.0,0.6
13,41,Puck,Faceless Void,6.0,4.0,10.0,0.6
87,126,Disruptor,Void Spirit,3.0,2.0,5.0,0.6
29,121,Tidehunter,Grimstroke,3.0,2.0,5.0,0.6
8,49,Juggernaut,Dragon Knight,6.0,4.0,10.0,0.6
15,63,Razor,Weaver,3.0,2.0,5.0,0.6
15,62,Razor,Bounty Hunter,3.0,2.0,5.0,0.6
39,88,Queen of Pain,Nyx Assassin,6.0,4.0,10.0,0.6
28,87,Slardar,Disruptor,3.0,2.0,5.0,0.6
5,67,Crystal Maiden,Spectre,6.0,4.0,10.0,0.6
39,74,Queen of Pain,Invoker,3.0,2.0,5.0,0.6
23,126,Kunkka,Void Spirit,3.0,2.0,5.0,0.6
84,112,Ogre Magi,Winter Wyvern,3.0,2.0,5.0,0.6
27,68,Shadow Shaman,Ancient Apparition,3.0,2.0,5.0,0.6
42,91,Wraith King,Io,3.0,2.0,5.0,0.6
33,39,Enigma,Queen of Pain,6.0,4.0,10.0,0.6
